Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
1	Ananthanarayanrao	Oct 23, 2015	Yes	Product not worth and quality and support is very very poor	I am not satisfied with this product very poor quality and service
2	Ghan Shyam	Oct 23, 2015	Yes	Awesome Phone	Great phone with all the features that i wanted. Specially liked the gesture control.
3	Sunil	Oct 23, 2015	Yes	Good Phone	Good Phone at impressive price.  Weight is very less
4	sAm	Oct 23, 2015	Yes	its awesome	i really enjoying using this device.
5	SUNITA RATHI	Oct 23, 2015	No	That's Good Stuff	The phone is great, but snapdeal took all the time to deliver it
6	AJMERA	Oct 23, 2015	Yes	Awesome phone in this price	nice looks BUT Battery backup is poor, speaker not too loud,
7	Phyuez	Oct 23, 2015	No	Awesome Phone	Great phone with great configuration for it's price... The Amigo UI 2.0 may be a little unfriendly but you get used to it in time... Else change to MIUI ROM upon rooting with Framaroot..
8	Lallu	Oct 23, 2015	Yes	Pretty and awesome look	It's very pretty model with cheap rate also outstanding look,  This gadget has fully HD also camera is very good result with night capture,  still I have three months done with gadget till now not hang.  In its value saver also all features with cheap rate.   Pareshkumar Chauhan
9	sanjeev	Oct 23, 2015	Yes	excellent product	excellent product with excellent battery life
10	manoj	Oct 23, 2015	Yes	looks good	Nice
11	Alex	Jul 18, 2014	Yes	Gionee E6	Awesome phone!!
12	Qualis	Jul 18, 2014	Yes	Good	Good
13	Nimesh	Jul 18, 2014	Yes	nice phone to buy.	Nice slim phone
14	ashesh	Jul 18, 2014	Yes	Excellent product	Absolute value for money. Super display, beautiful looks, light weight beauty. Sound perfect. Camera just too good. You can not get mobile batter than this in this price range
15	Raghu	Jul 18, 2014	Yes	Really good mobile	This phone remember the I phone by look and functions, big screen high clarity and fast.
16	Umadi	Jul 18, 2014	Yes	Very Good	Very good mobile at a smart price
17	A cell phone hand purse !	Jul 18, 2014	Yes	A classy product .	Value for money . Quality built . Elegant look .
18	Ravinder	Jul 18, 2014	Yes	Good phone with good specs...	E6 is good product quality phone... i also used samsung grand, iphone 4, iphone4s, micromax ninja.... quality was phone is good... used from last 11 days no complaint found except the air gesture, its not working properly... battery backup is average.. display is very good... not hanged till now... overall am happy with the phone's performance
19	Rajeevkiran S P	Jul 18, 2014	Yes	Superb Build Quality	The Build Quality is Great..!!  Worthy product for the Amount spent...  Decent Battery Life.. need to see if this continues with time. Sleek design and good matching Cases are provided by Gionee. Refreshing Android experience with Amigo OS / Skin.  Only issues I found are the size... cannot handle phone with single hand. Although 13MP Camera is present, Images are a bit grainy on low light conditions.. may be its a Software issue, because Gionee used a Good Sensor and Lens for this. Hope this gets rectified in Future OS updates.  Gionee used Android 4.2 as base for Amigo OS, if they update it to 4.4, Phone performance will be greatly improved.  You cannot rule out this mobile because its from a Chinese company...Everything is made in China now...
20	manjunath	Jul 18, 2014	Yes	best phone for the budget, total VFM	I was looking for a good android phone shortlisted many branded phone. but this phone caught my attention and i ended up buying it.  the build quality of the phone is good.  i am not happy with android that comes with this phone it could be better.   i feel wifi is little slow.
21	natty7333	Feb 18, 2014	Yes	one of the best in the mobile	last 8yrs I have been used only Sony mobiles. my friend told this brand. but I am not sure that confident before buying. one week before I bought this mobile .now I am seeing miracle in my hand.      8mps camera, min 2 days battery without internet,worthy for this cost. so am giving 5*.
22	Abhi	Feb 18, 2014	Yes	Supeb Phone	Thanks To Gionee for giving option against samsung .
23	om choudhary	Feb 18, 2014	Yes	Realy good phone	Touch and pic quality are awesome but the sensor quality is not up to the mark
24	Dr. Pawan	Feb 18, 2014	Yes	wonderful phone..upto the expectation..	Pros : fantastic display with gorilla glass ( does matter!)        smooth operation        intuitive UI        huge inbuilt memory        nice inbox accessories        loud and clear speakers Cons : cant use widgets        rear camera not upto d mark.. has noise Overall : i hv bn using this phone since a month. cant get a            better phone at this price...but Cant argue with some           people who run behind brand name...
25	Ashwin	Feb 18, 2014	Yes	Worth - buying	Awesome features and a very user friendly phone .
26	Abhi	Feb 18, 2014	Yes	gionee u beauty	Love it ....jus have a go vth this.....really a masterpiece and I for agree hard core gamers vl have tough time but never the less all are working good except high end games ....and beauty is its display and build quality doesn't get better than this...................................................................................
27	Ravi	Feb 18, 2014	No	Go for it. Its worth every penny...	I've been using this mobile for the past one month and couldn't even find a fault to blame on. Seriously. The interface that they have build over the basic android is something amazing. Only glitches that you come across will be the language usage in some areas (Not in the main interface).  You have to appreciate the specs they have put on this lightweight beast. The performance is good and I have played most of the games without any problems. The cameras stands out as the rear one with 13MP gives you very good snaps and videos. It has got image stabilisation. The front camera is 5MP and is quite good for video chat and selfie shots.   At first, I was afraid to go for a brand that has no much history in India (I traded in iPhone for this). After researching on the brand left me with so much hope for the brand and product. They have a very clear strategy for future and I am sure they will have their pretty good share in the Indian market.  I am not going to dig much into the specs and reviews as it is stated everywhere in the worldwide web.  I blindly give 4/5. Go for it people...
28	Praveen	Feb 18, 2014	Yes	Nice Mobile	Excellent Mobile with all features. Camera, Android OS 4.2, Performance of the cell phone is very good. Battery backup is average. Screen Clarity is excellent.
29	rajeah	Feb 18, 2014	Yes	nice phone you can purchase.	Very nice phone. Touching experience is very good
30	Shiv	Feb 18, 2014	Yes	Awesome phone	Haven't had any issues with the phone, good looking phone at this price. If you are not minded about ONLY brand, then go for it
31	Deven	Nov 23, 2013	Yes	Good phone....could have been better	Good phone, good build quality, slim, exceptionally smooth and fluid touch experience, Superb display, fast performance , guesture control is not working , sensors also not working properly.
32	Dalu	Nov 23, 2013	Yes	Bad sound output - check before buy	Phone is gud, with respect to display and performance. But, audio output is very low from speakers and earphones. You can hardly hear anything from earphones.
33	junaid	Nov 23, 2013	No	value for Money	hello,  GIONEE establied in 2002, is a technology company engaged in mobile device Design and launed a number of good mobile products.. one of it's best model is Gionee Elife E6 which has all the features as per current market launces.  one of its attaction is it's " Ultra Slim" which make the product more beatiful. and has large memeory - and good processar which results into powerful perfomrance .. Good Mobile to purchse with comapnay to samsung and Iphone products..  all the best...
34	Deepak	Nov 23, 2013	Yes	A solid phone with solid specifications	I was a bit skeptical about this phone, but once I started using it, It removed all my doubts. The phone is a perfect mixture of specs and good build quality, and is definitely one of the best looking devices in the market. The display is vibrant and color reproduction is accurate. The call quality is very good, with voice coming in very clear. Sound quality is also good, if not the best. All the video files, including the full HD ones, played well. Only the stock video player doesn't support mkv files, but that can be fixed using any good player from the Google Play Store(MX Player in my case). Some of the graphic intensive games lag, but since I am not a avid phone gamer, this doesn't affect me.  The only cons I see are: 1. The battery should have been of higher capacity. However, It last more than a day with moderate use. 2. It takes a bit long to get it fully charged.  Conclusion: If you in market for a good looking phone with good specs and solid build, go for this Phone, and you will never repent.
