Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
1	kittu	Mar 31, 2016	Yes	Good product with decent quality	Good build quality and nice camera at this price
2	pintu	Mar 31, 2016	Yes	it,s very good	user friendly
3	murham	Mar 31, 2016	Yes	superb	a very good choice.  no regrets about this wonderful piece.  easy to use and so attractive.  still enjoying my phone
4	mun	Mar 31, 2016	Yes	good	i like this model. its specification and looking very nice. 4 gb inter memory
5	annu	Mar 31, 2016	Yes	great deal…  value for money	htc desire is very good phone…  and i got.great discount from sanpdeal.. comparitively less price from other online.store.. and they deleiverd me the producht within 18 hrs. that was best thing
6	Jaspreet singh	Mar 31, 2016	Yes	Htc desire really an awesome phone 👌🏼	5" inches screen with hd resolutions and 1gb ram makes it the perfect phone for the movie lovers and easier multitasking.. Really an awesome phone.. Never hangs and very smooth touch 👌🏼 very affordable and genuine piece of electronics 😏
7	Siddhesh	Mar 31, 2016	Yes	This phone is a Good Deal	Thanks HTC for the perfect phone . Only problem i see is battery life. I dont use it much but i have to recharge it everyday.
8	dhruva	Mar 31, 2016	Yes	liked it overall	liked it overall
9	HTC	Mar 31, 2016	Yes	VERY NICE	NICE PHONE
10	manu	Mar 31, 2016	Yes	nice mobile	Nice
11	namit	Jun 26, 2015	Yes	ram	It was good deal.I am share about good service of snapdeal. I tell him about discount of snapdeal.
12	Chethu	Jun 26, 2015	Yes	i would buy this product again and again	product arrived on a correct date.. it looks lyk a like gift hamper.. i would lyk to buy many product on snapdeal... i would love too to buy on this app..
13	Manu	Jun 26, 2015	Yes	I would buy this product again and again"	Ya...very nice one.
14	Ravi jatav	Jun 26, 2015	Yes	i am very happy to purchache this product.	I like it very much.
15	RAJ	Jun 26, 2015	Yes	Summary	this device is very fast when it comes to processing, the device has an Octa core processor running at 1.4 GHz. It can run any of game without lag or withouting taking much processing time beacuase there is no game ever made ...
16	Rana	Jun 26, 2015	Yes	good one	good one
17	Sujit	Jun 26, 2015	Yes	Good	Yes this was fine
18	htc	Jun 26, 2015	Yes	desire	Good
19	Dev	Jun 26, 2015	Yes	Nice one	Just last week I purchased. Good to see all features are there as per my expectations. Loving it..
20	VIJAY	Jun 26, 2015	Yes	.	Nice phone... Fast & smart handpnone
21	jatintuli100	Jun 06, 2015	Yes	That's Good Stuff	the service is quite good...its quite nice to buy items from snapdeal..  product service:very nice
22	heli	Jun 06, 2015	Yes	good phone	It is good phone
23	Tanmay Kumar Nayak	Jun 06, 2015	Yes	That's Good Stuff	This model looks cool and performs flawlessly. Even with 4 GB ROM, this mobile is a delight. APPS can be moved to memory card. Screen resolution is awesome. HTC however could have given current Android version. Snapdeal however should take care of its delivery service quality in check. Even being delivered to Kolkata (Metro), the delivery asnt prompt and quite some follow up had to done with customer care for final delivery. Overall this product is recommendable.
24	manish	Jun 06, 2015	Yes	awesomr	AmAZING PHONE. .... I like it Amazing camera
25	Ishwar Dhruve	Jun 06, 2015	Yes	5	Full satisfied cellphone HTC 616
26	papauu	Jun 06, 2015	Yes	very usable	it's very good to use I recomment to my friend
27	choudharydilip510	Jun 06, 2015	Yes	Best service	Good service snap deal and product  good
28	kirit	Jun 06, 2015	Yes	I would buy this product again & again	It is a nice mobile phone.
29	Ankur	Jun 06, 2015	Yes	Loving to HTC 616	This Phone is so good in this Price range.
30	yes	Jun 06, 2015	Yes	good	very  good
31	amaau	May 29, 2015	Yes	delivery as per expected date	good phone
32	shyam kumar	May 29, 2015	Yes	best	HTC desire 616 performance is excellent now I am satisfied
33	rajan	May 29, 2015	Yes	buy htc higher end mobiles	Nice phone.don't install lot of apps it will hangs the mobile. battery backup is not bad.camera is good in daylight only.otherwise phone is good in design
34	Raghu the spike	May 29, 2015	Yes	Don't compare a things with other products.	The gadget which I purchased is very good n nice to use but camera clarity didn't met my expectation and charger is dead but snapdeal have composaeted an amount on be half of charger. But any how worthworth of buying it.
35	nik jain	May 29, 2015	Yes	service is fantastic	its awesome cell
36	sk	May 29, 2015	Yes	whenever possible I wud buy from snapdeal.	Very nice.. Trustworthy!
37	Eswar	May 29, 2015	Yes	Good phone	Perfect phone in perfect prize.
38	Malik	May 29, 2015	Yes	Good	It's good phn
39	Ali	May 29, 2015	Yes	low price..	Perfect mobile
40	soniya0903	May 29, 2015	Yes	jamshedpur	Very nice phone recommended to friends
41	Aitha Narasimhulu	May 23, 2015	Yes	I would buy this product again and again	Good
42	zeba	May 23, 2015	Yes	HTC 626	Yes pefect.lovely.what i needed i got it in reasonable price.this was the time i bought on line.Snapdeal is the best portal to buy mobile
43	Dr.kamlesh kumar	May 23, 2015	Yes	Nice product	NICE PHONE
44	RUCHIKAGROUP@YAHOO.CO.IN	May 23, 2015	Yes	KK	GREAT QUALITY BEST DEAL IN INDIA ONLINE MKT. WELL N GOOD SERVICE FROM SNAPDEAL
45	kishore	May 23, 2015	Yes	not again	Satisfy
46	badrealam	May 23, 2015	Yes	good	It is very good to easy get the products.
47	darpan	May 23, 2015	Yes	htc desire 616	I find htc very good..it has a perfect camera quality..it has issues only with internal memory..bt can be extended.. I purchases it from snapdeal in a cheap price..go for it
48	banu	May 23, 2015	Yes	good .....i love this mobile at this price	Good
49	Brijesh	May 23, 2015	Yes	good	Good experience buy a phone from Snapdeal
50	Kishore Kumar	May 23, 2015	Yes	Good at this price range	its a very good phone at this price, feels sturdy and good built quality. its little bigger than i expected. I am happy with  the product. external speaker is loud but too loud . i bought white pearl color its good.
51	princess	May 19, 2015	Yes	shopping at its best	its a great experience to shop on this......
52	Naresh	May 19, 2015	Yes	Dil ki Deal Snapdeal	I always like the services and products of snapdeal as it have wide variety of genuine products. Their supply chain is awesome as their product service. And they also provide good discounts as compare to other sites.
53	DEV	May 19, 2015	Yes	I cannot think about any other smartphone.	I loved using this smartphone. I would like to give it 5 stars and i will recommend it to my friends also.
54	priyesh	May 19, 2015	Yes	out standing	Great offer and well product...
55	navya	May 19, 2015	Yes	superb phone	Htc will be htc
56	anuj	May 19, 2015	Yes	average phone	camera quality is not good......   otherwise its all good
57	Suri bhai	May 19, 2015	Yes	Good	This  is good
58	bapi	May 19, 2015	Yes	very good phone in this price range	very good phone with awesome features in this price range .i searched for so many phones and found this the best in this range .screen size is 5 .primary camera is 8 and secondary is 2 to get better picture .processor is also good ,not getting hanged if i am playing HD games
59	pappukumarsingh1992	May 19, 2015	Yes	Nice phone	It is a nice phone
60	paul the pap	May 19, 2015	Yes	I am very happy with my htc 616 andI realy love it	Awesome I recommend to everyone to get it. Awesome features smart look and speed of processor is too much. Guys don't go anywhere go for it. I survey the mobile market too much but I could not select the cell as per my requirements then my friend suggest me to this and also find the cell phone is cheaper to other high brands in market. No other phone in market to compare with this phone because no other high brand company is giving so features as this phone is in the range of 10k to 15k. I suggested to all my friends to go for this.
61	rakesh	May 11, 2015	Yes	awesome phon bater then other bhon	Awesome HTC good picture quality. Screen tach very fast... Awesome phon
62	guest	May 11, 2015	Yes	nice phone	This is just ok phone. Now this days some gud phone coming in lower rates
63	SUNNY	May 11, 2015	Yes	"I would buy this product again and again"	good not so bad if we use in right way...
64	jeetu patel	May 11, 2015	Yes	very good mobile	This is my first HTC android device and I had a thrill in using this device. Good job in making this masterpiece. Pros: Touch is great, nice looks, very fast and no lags, headphone provided is great, very nice display, clear and crisp
65	hitesh	May 11, 2015	Yes	nice phone	i got this phone with in 3 days :)
66	keshubhai	May 11, 2015	Yes	i like this product too much	over all it good  some needs battery more  backup
67	SIVAKUMAR	May 11, 2015	Yes	Perfect. It doesn't get any better	I bought this phone in offer. Excellent phone on that price
68	sushil	May 11, 2015	Yes	awasome....	it's my first htc device but very user friendly
69	Piyush	May 11, 2015	Yes	Great Phone in this Price Range	This is a very good product in this price range... Except its internal storage which is only 4GB out of which only 2GB is available everything about this product is excellent... Its Build Quality and looks are also very good... Its Touch is Brilliant... The camera quality is Nice in Light bt it is not suitable for Low Light Photography otherwise the camera is good... The processor is Very Fast and it is the true Octa-Core... The Ram is 1GB which is suitable. Although it starts lagging when free ram is about 100-150mb bcause of heavy Octa-Core processor... Its battery backup is also fine and its Screen Quality is Simply Brilliant... In a Nut-Shell along with the brand name of hTC this is a very good phone and i will prefer this phone in its Price Range...
70	avanish dubey	May 11, 2015	Yes	sanpdeal It a indias Biggest online shopping Website.	htc 616 superb phone Large screen power with high-quality It is absolutely right It a indias Biggest online shopping Website.   We have a large range of product on it.  On every product u will get a discount.   Every product has a Proper information accorrding to customer need.   We have to book a product what we want.   There delivery is to fast has compare to other online trader  I have orderd a htc 616
71	Bittu	Apr 25, 2015	Yes	unique product in this category	I can proudly say that I own a HTC desire phone.the processing of phone is flawless and viewing images and pictures on its  5"HD screen is a great experience.Its pearl white color gives user a unique good feeling.Also HTC is a brand which has reputation in mobile smartphone world.
72	Rajendra	Apr 25, 2015	Yes	Amazing Product	Nice One from Snapdeal. Keep it up.
73	Neel	Apr 25, 2015	Yes	Excellent android phone to buy	This is my second anroid phone. The first android phone i brough is samsung galaxy s. Compare to samsung phone HTC bettery back up is great, phone doesnt hangs up and excellent screen size. This phone i would strogly recommend to buy those who buys samsung phone.
74	Samadhan Pawar	Apr 25, 2015	Yes	Perfect. It doesn't get any better	It  took 8 days to come but when it came it brought a sight of relief to me
75	golu	Apr 25, 2015	Yes	nice phone	Totally good phone
76	mg sodha	Apr 25, 2015	Yes	shop this at best price	this is my best buy from sd. nice phone with great specifications and brand like HTC.
77	anju	Apr 25, 2015	Yes	good phone	Look wise its awesome, but back camera is not at all good it gives blurred images, sound quality very less, can't even listen the phone ringing even at full volume,processor is old, but thers no hanging problem internal memory is said to be 4gb wat you can use is only 2gb... Overall view given on phone is not correct
78	Vaibhawa Dwivedi	Apr 25, 2015	Yes	very good	Very nice phone .... one should try it!!!!i have a very fast delivery
79	Vaibhav srivastava	Apr 25, 2015	Yes	perfect mobile  at a good range	I bought this phone recently and I found it very useful at a good or affordable range.the screen is big enough to play 3D games.front camera is also good in fact good for video calling purpose.Most of Snapdeal hands off to you and congratulations to CEO of snapdeal.com as he got the best CEO's award.
80	Hemanth	Apr 25, 2015	Yes	GOOD PHONE ACCORDING TO PRICE RANGE	This is my first android device and I had a thrill in using this device. Good job in making this masterpiece.
81	Ayush	Apr 21, 2015	Yes	Great phone. packaging as describe.	as describe nice phone.
82	Atul	Apr 21, 2015	Yes	Bsest buy.....@ Snapdeal	no need to comment.................. its osum.. just grab it & purchase d phone.
83	prince	Apr 21, 2015	Yes	nice one and within the reach	Good features at low cost
84	lucky	Apr 21, 2015	Yes	awesome	Good product
85	Sandy	Apr 21, 2015	Yes	HTC 616 Awesome phone	Hii all off u..i purchess htc 616 white color..quality wish its Awesome..display and touch quality its 2gud..and best thing is price was very gud..and yes battery life also nice..im happy to buy this product...love u snap deal...
86	arvi	Apr 21, 2015	Yes	great........	Good deal with snapdeal
87	Roni	Apr 21, 2015	Yes	Nice phone	Will recommend to buy
88	chauhanankita759	Apr 21, 2015	Yes	Battery backup is not so much impressive	Overall, phone is very good, but battery backup is worst. I purchased it four days before but It needs charging twice a day, and heatup of the phone and charger while charging is a common problem.
89	Murthy	Apr 21, 2015	Yes	Working like high end features	I'm having fun,joy and peace with this mobile. This is my life.Feeling lucky for having this
90	vaghela viren	Apr 21, 2015	Yes	HTC bajet phone + 5 inch	Great brands.
91	jatts3013	Apr 17, 2015	Yes	super speed phone	It's speed is nice 1.4 Octa core processor support high speed .it's 8mp camera great .and it's looking so cute and smart phone..thanks snapdeel
92	Eram	Apr 17, 2015	Yes	snapdeal is the best	good product also cost is low
93	Ashu	Apr 17, 2015	Yes	Simply one word....amazing	Its the best smartphone at that reasonable price...Super smooth touch and no lags...looks great Its a fine blend of good feature. I would have rated it 5 if htc had provided an kitkat update... Other than no problems with the device I already had purchased two device one for me and other for my cousin
94	Anshul	Apr 17, 2015	Yes	peefect	Nice
95	Bikash Gortola	Apr 17, 2015	Yes	Average, Ordinary	Every thing good except average camera and Very low volume
96	PANNU	Apr 17, 2015	Yes	Excellent Product	timely and safely received to my address
97	pachu	Apr 17, 2015	Yes	will buy more products	Am happy with this product, prince
98	matela	Apr 17, 2015	Yes	dont think much just buy it.	its worth the price
99	Selvakumar	Apr 17, 2015	Yes	good	good
100	akie	Apr 17, 2015	Yes	quick delivery and awesome product	sound quality and camera is perfect speed is awesome overall it is a good product  i would definitely recommend to a friend...
101	samiksha	Mar 31, 2015	Yes	product fault	There is some problem in the phone microphone.,as while on call the voice gets disconnecte very often. Other things r OK.
102	bablu	Mar 31, 2015	Yes	good	good and better product in use
103	sau	Mar 31, 2015	Yes	Awesome phone	Camera, touch response, everything is good.
104	anommous	Mar 31, 2015	Yes	perfect for me.	Its just perfect for me.
105	chetan mahaveer koli	Mar 31, 2015	Yes	That's Good Stuff	excelant product
106	Ravi	Mar 31, 2015	Yes	Htc desire 616 dual sim	camera and picture  quality is good.
107	bablu	Mar 31, 2015	Yes	htc616 is very good phone	It's amazing mobile
108	rakesh	Mar 31, 2015	Yes	Goooodddd	gooooddd
109	YOGESH	Mar 31, 2015	Yes	HTC DESIRE616(WHITE)	EXCELLENT PHONE
110	VIMI	Mar 31, 2015	Yes	best	Good despatch of products and we'll packed with computer generated bill
111	subash	Mar 01, 2015	Yes	htc desire 616	The mobile is good n snapdeal really provides a healthy discount.
112	vikas	Mar 01, 2015	Yes	best phone to buy	yes it is the best now to get all the features we need....
113	swa	Mar 01, 2015	Yes	nice phone	very good product my dad liked it
114	vikas nain	Mar 01, 2015	Yes	good	Nice look dashing phone
115	Ravi	Mar 01, 2015	Yes	Most Reliable Smart phone	Its brilliant I like HTC most among all smart phones Good show HTC
116	Krishna	Mar 01, 2015	Yes	Very Good Product	Very Good Product Good Delivery by SnapDeal
117	This is my first android device and I ha	Mar 01, 2015	Yes	This is my first android device and I ha	This is my first android device and I had a thrill in using this device. Good job in making this masterpie
118	Guest	Mar 01, 2015	Yes	awosm phone in this prise	Awesome phone in this prise......tuch is very smooth, phone screen size is big......camera quality is mower the good......phone look sooo sexy..... I gifted this phone 2 ma mom she get very happy by having phone.....
119	darsu	Mar 01, 2015	Yes	htc desire	ur service is too good becouse u will make importance of time as i have purchased many order and thud i like ir service
120	Priyanshu	Mar 01, 2015	Yes	Good Phone	Very nice design, simple user interface, awesome battery backup
121	Ujwal	Jan 23, 2015	Yes	Price is the best!	First of all I was looking for a device which has the best video and photo quality in my range. I never thought that I would buy HTC cause I was not looking online. But when I sw the results I was shocked! I first compared the device with other websites but I got the best price here. I was waiting madly for it's arrival. I am happy with this product!
122	garima	Jan 23, 2015	Yes	batter	very batter in all The world
123	khan	Jan 23, 2015	Yes	exclent camra quality	10 out of 10.. best phone in this price range.. gret touch and soud quality
124	Rajender Kumar Mittal	Jan 23, 2015	Yes	Not very good	Not better camera. Not better proseser.
125	Praveen	Jan 23, 2015	Yes	Nice Product	Very nice product Excellent
126	vinay nain	Jan 23, 2015	Yes	osm ....in this range ...	Sound should be minor increase
127	sekhar das	Jan 23, 2015	Yes	good phone	Good phone. Nice specification.
128	vkuk1435	Jan 23, 2015	Yes	htc is best	Best price mobile of HTC brand..good camera, nice design and good battery life
129	ammam	Jan 23, 2015	Yes	good service for good phone	this phone has stant out in the crowd
130	Amigo	Jan 23, 2015	Yes	Nice Phone	good
131	Aman	Jan 02, 2015	Yes	amazing smartphone, love it.	Htc desire 616 is really good smartphone , it is fast , beautifull design, nice battery backup on both 2g and 3g, hd display is great to watch videos or movies, camera is ok (as compared to iphones 8Mpixels). I would recomend u to go for this smartphone it is the best smartphone u can get  in this price range.
132	lucky	Jan 02, 2015	Yes	no good not bad	no good no bad
133	Vitthal	Jan 02, 2015	Yes	Best product best service	Nice product ... Value for money
134	Rajnish kumar	Jan 02, 2015	Yes	Perfect. It doesn't get any better	Good Product
135	navis	Jan 02, 2015	Yes	nice product	I'm really satisfied For genuine once
136	WIKIDJON	Jan 02, 2015	Yes	Amazing Looks and STELLAR video playback	Pros: The Phone looks perfect and build quality is cutting edge! Display is very good, almost see no pixellation.  VIDEO PLAYBACK IS OFF THE HOOK AND SOOO SMOOTH (THE GTX EXP.) - HTC clear motion does the trick!  CONS: --very annoying Internal mem. only 4gb -- pissing off Ram only 1GB --UNCOOL Though it's an octa-core processor because of low ram and internal mem. when the ram gets to 850mb/900mb phone lags a little bit.  Camera quality is bad.....cheap quality camera...low light photography is so primitive! Other than that i am happy and an esteemed owner of a HTC Product!!
137	randhir	Jan 02, 2015	Yes	very good	Nice product
138	arj	Jan 02, 2015	Yes	service good	Mobile bad
139	Vay	Jan 02, 2015	Yes	Awesome phone with good features	I just love this phone.The first impression is very good. I placed the order on 1/12/2014 and got it on 06/12/14.The product was delivered by Red Express.Both the parties served well.Thank You snapdeal
140	krrish	Jan 02, 2015	Yes	exellent	good
141	AnY-TyMe	Dec 02, 2014	Yes	not as expected :-(	ui is not too good..... no update of kitkat...... stock android setting menu.....
142	nuthan	Dec 02, 2014	Yes	excellent	perfect for price as a brand HTC offered best quality product, go for it
143	janu	Dec 02, 2014	Yes	it's ok	Very slim good look
144	bharat	Dec 02, 2014	Yes	Great Value for money.	Great Phone at such price.Camera quality really good. Great Display and fast processor.Really like this phone.
145	Ashwani	Dec 02, 2014	No	Price changed in a day for E Buy store	Price changed in a day for E Buy store. What i attached in cart yesterday its price was changed. Is this the service offered by snapdeal. Really a big question mark?
146	Raju Kesetti	Dec 02, 2014	No	Average, Ordinary	Sound clarity is not good
147	Subhankar Das	Dec 02, 2014	Yes	Great Phone within the Price..!!	I had ordered HTC Desire 616(Dual Sim) on 31-10-2014 and it was delivered to me on 4-11-2014.Courier was Velex Logistics.Both Snapdeal and Velex had served well.The phone has exciting features within the price.Its great to handle and navigate.Thanks Snapdeal.
148	Anand	Dec 02, 2014	Yes	Good Phone to gift to ur brother	its a great phone with slim size.
149	Jakhar	Dec 02, 2014	Yes	snapdeal proided the best price	snapdeal proided the best price for the phone and a genuine product .......also the packaging was very good n I am completely satisfied and happy with the purchase from snapdeal and I will recommend snapdeal to all my knowns.....
150	Yogesh	Dec 02, 2014	Yes	Good phone	gud phone nice look, nice delivey time got in just 4 cdays.
151	arun	Oct 30, 2014	Yes	great phone	Phone is good, but sound is quite slow.
152	patil	Oct 30, 2014	Yes	gud phone	nice phone gr8 battery back up gud  2 use
153	Ashutosh	Oct 30, 2014	Yes	PRICE IS OK, BUT QUALITY IS NOT GOOD	PRICE IS REALLY LESS BUT THE QUALITY OF PRODUCT IS NOT GOOD, SHOW 2600mAH BUT MY 2500mAH BATTERY NOT CHARGED FULL BY IT, ONLY HALF BATTERY CHARGED
154	sushil	Oct 30, 2014	Yes	best in price	a best mobile as compared to price..give the feeling of using a up to mark product..
155	sonu	Oct 30, 2014	Yes	good product	good phone very good look
156	Rana	Oct 30, 2014	Yes	Awesome Phone at a good price	Very smooth touch...awesome looks and very good configuration.
157	Mridul	Oct 30, 2014	Yes	Not great but good	Sometimes lags while playing games specially subway surfer.. Otherwise good phone to purchase..
158	sandesh	Oct 30, 2014	No	superb phone	thats a nice phone with very good features for that price...  sound quality is low..
159	pegan	Oct 30, 2014	No	once again	good
160	Kumar	Oct 30, 2014	Yes	Good Product	Good Product
161	bobby	Aug 05, 2014	Yes	best performance	every friend of mine like my new phone..... 4-5 are planing to buy one. best performance in its category. way better than Sony Xperia c or Xperia sp.
162	Naveen	Aug 05, 2014	No	HTC Desire 616	It's very fantastic
163	Heartstoler	Aug 05, 2014	No	Awesome Phone	Its amazing midrange phone ... with octacore processor ..
