Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
1	avantikashaw93	Mar 01, 2016	Yes	LOVED IT,  Budget Friendly Phone	Nice Mobile phone
2	Sj Bisht	Mar 01, 2016	Yes	Fully satisfied	Fully satisfy its cost....nyc look...quality of body is good....overall a good phone to buy
3	mdthamim	Mar 01, 2016	Yes	good mobile	5 star for seller fast shipping good handle...............................................................
4	YASH	Mar 01, 2016	Yes	BEST	BEST
5	pintoo	Mar 01, 2016	Yes	About the product	The product is excellent
6	sarna	Mar 01, 2016	Yes	HTC 210	eXCELLENT PRODUCT
7	athul	Mar 01, 2016	Yes	good low budget smartphone	Good smart phone from htc
8	justin	Mar 01, 2016	Yes	nice	great product
9	N.M.Niyas	Mar 01, 2016	Yes	Camera not good	camera quality is not good , if its having flash light much appreciated...
10	Mukesh	Mar 01, 2016	Yes	good	good
11	jkh	Apr 01, 2015	Yes	nice phone	good to use
12	RAHUL CHAUHAN	Apr 01, 2015	Yes	GOOD	GOOD PHONE
13	buvan	Apr 01, 2015	Yes	good	Good but delivery late
14	Yadhav	Apr 01, 2015	Yes	htc	nice
15	pran	Apr 01, 2015	Yes	GOOD	BEST PRICE,BEST PRODUCT...
16	Max	Apr 01, 2015	Yes	HTC Desire 210	This phone do have some Cons ,such as lack of flash light,its camera is good but not perfect,but it is a nice durable phone,since I have recently purchased this phone so I would not be able to tell more about its Pros and Cons.
17	Sourav	Apr 01, 2015	Yes	Perfect. It doesn't get any better	good phone @ this price///
18	somesh	Apr 01, 2015	Yes	average	average
19	im abdul majid	Apr 01, 2015	Yes	very good phone but lack of camera quali	as the brand shows the phone is very good but it lacks camera quality
20	Vineet	Apr 01, 2015	Yes	Seems good	Value for money mobile.
21	rahul	Jan 23, 2015	Yes	wonderful product of htc	i hapy for this phone
22	Keith	Jan 23, 2015	Yes	Is Quite good But Doesnt feel good	The plastic feel's cheap but trust me its upto the mark for wat u get in this range i would still say moto e would be a better band for buck. But overall its not dissapointing from HTC in This Range.I would recommended Sumone who Wants a HTC.
23	Nadia D	Jan 23, 2015	Yes	HTC is HTC	Awesome Phone with less price.
24	subhash	Jan 23, 2015	Yes	HTC desire 210 - could buy better	HTC desire 210 is ok phone but as a second thought I wish to buy a higher model like 310 or above. the plastic of 210 is not very good and looks flimsy. Phone though works satisfactorily. no issues with the battery or charger. good for daily use and commuting / long travels. battery life is ok and fit for the purpose.
25	KANNAN	Jan 23, 2015	Yes	value for graphics!!	super phone. greate graphics interface. light weight. wish that it comes with 1 gb RAm
26	Harpreet	Jan 23, 2015	Yes	My 1st HTC xperience	I gifted this phone to my DAD, and he was new to android but HTC made it very clear to understand the software so easily.thanks to snapdeal for such a great product with this amazing offer price
27	Piyu77	Jan 23, 2015	Yes	Good affordable phone	Good affordable phone with good features. Good service and delivery
28	Rasmas	Jan 23, 2015	Yes	Good	In time delivery, in good condition. happy with the product.
29	santhosh balan	Jan 23, 2015	Yes	GOOD PRODUCT	GOOD QUALITY ....ONE PROBLEM ONLY CHARGE EXTANDEBLE THE LOW THAT MOBILE.OTHERWISE GOOD ...THANKS....
30	BHARAT YADAV	Jan 23, 2015	Yes	Not Good	i totaly disagree..................plz help me.
31	Reddy	Dec 15, 2014	Yes	Good	Nice Phone
