Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
1	Divya	Sep 28, 2015	Yes	Awesome phone...	Awesome phone... what ever I have used so far including iphone 4S, Samsung, sony and all other brands.
2	navy	Sep 28, 2015	Yes	good	Vrythn available
3	DHARMESH	Sep 28, 2015	Yes	NOT VALUE FOR MONEY	Many apps go to sleep mode and do not work in back ground also during a call internet stops working
4	Saurabh	Sep 28, 2015	Yes	very good phone at this price	the phone is real good deal at this price. Camera is awsome in day. Even in night the images are good. Though i did not like the video recording much. Lookwise it is very good. Very smooth operation.
5	Amit	Sep 28, 2015	Yes	Awesome phone	Great phone in this price range awesome camera no lag whatsoever only user interface needs to be improved everything else is just perfect.
6	Praveen	Sep 28, 2015	Yes	Superb Phone and timely delivery	Pros: Touch is great, nice looks, very fast and no lags, headphone provided is great, very nice display, clear and crisp, light weight Cons: none
7	Onkar	Sep 28, 2015	Yes	Super Performer	Nice processing, graphics are too good easy to handle
8	Nil	Sep 28, 2015	Yes	Fantastic smartphone at this price	fantastic smartphone at this price
9	moiz khan	Sep 28, 2015	Yes	Gionee Elife E7 32 gb Black	its very god phone in gionee hd clarity screen 3gb rom so fast camera clarity also good compare to samsung very gd product gioneeee
10	sudeep	Sep 28, 2015	Yes	features r great	must hain boss
11	mintu	Dec 17, 2014	Yes	best	Very Good
12	Subratreddogromy Panda``	Dec 17, 2014	Yes	Awesome experience without headset	With a nice delivery, I got best experience of the phone but I found within 2 months of using it that the headset is no longer working.
13	Sam	Dec 17, 2014	Yes	Superfast phone with great camera	Researched a lot about this phone when I came across ad on Colors channel sponsoring "Khatro ke Khiladi". After a month watching reviews finally bought this product. Initially received handset without playstore and couple of other software. I returned and opted to buy from local market considering wait time. Snapdeal you need to improve here. I had to wait for 2 weeks plus on entire process. I am writing this review after using handset for approx 4months.  Camera: The 16MP camera is highlight of this phone. I have tried using the camera in complete dark and the picture it captured is amazing. Also it has good number of options in settings. . It comes with interesting feature 'CharmCam' you can capture & delete one of the picture in the frame. Other feature- stamp, real time mood selection (iPhone feature).  Front 8MP (secondary) camera is equally good for all those who like taking selfies or video chatting. Compared with Sony Xperia Z which my wife has the blue, green colors in Sony are more deeper & rich than Gionee E7 but that shouldn't matter looking at the price.  Performance & Battery: 3GB RAM and 32GB internal memory will not let you down. It comes with 2500mAh battery which works for 1 day+. That's decent enough. A completely drained battery to charge takes approx 2-2.30hrs.   Looks: Most of my friends had took it in hand to check out which brand and were amazed at the configuration and Price. Its value for money deal. Go for it!  UI: Amigo is not that comfortable. I tried my hands on and gave up. Installed Nova launcher which is quite easy and fast.  Smart Gesture: Thought of sharing this as some of the reviews previously didn't cover. Found most of gesture interesting- Double screen tap for wake up screen, Using up-volume to pick call makes me easy to operate 5.5 inch phone with single hand, Shake phone to take call, when number is dialed & on connecting vibrates so you don't have to put on phone to ear till other party picks up (nice feature),   Service Center: this is important part so please check if you have service center in your city before buying. May be my bad luck the second piece I purchased from local market had thin line on screen and had to send to Delhi from Pune as service center here didn't had machinery to resolve. The entire process to get back/ turn-around time was 15 days. One good thing was main Gionee service center (Delhi) guys reverted back to my calls. I hope Gionee increases service centers with lesser turn-around time across India for gaining larger market.  Android 4.2 (Jelly Bean) is bit disappointing. Gionee promised for update but yet no signs…  Personally would recommend you buying this product. Value for money deal!!  If you like my review feel free to vote, will add up to having extra points 
14	Ruheena	Dec 17, 2014	Yes	Great product!	Got the best deal :)
15	SAS	Dec 17, 2014	Yes	Great Phone with excellent specs	Phone features excellent specifications and I can play any HQ games without any lag. Only concern is lack of OS update. Still the phone is running on Android 4.2.2..
16	Monil	Dec 17, 2014	Yes	Good specs in this price range	Its almost 6 months i bought this phone. Its fast blazing processor speed , good storage, best camera, average battery back up.   At that point of time when it bought it, this was a good option. but now after mi and various other brands this would not be the prefer choice.  Only concern is of late recently this phone did got hanged and restarted a couple of time.   Bottom line- I will rate it 3.5 out of 5.
17	Venu	Dec 17, 2014	Yes	False Promise	As per the offer they were suppose to give SD cash back of 10% (26950) which i did not get. Got 1000 which also was deducted. i would not recommend atleast on snapdeal
18	sureshkumar29	Dec 17, 2014	Yes	Amazing phone for cheaper price	Really loved the phone a lot. Never seen a lag till now. Highly recommended for peoples who like selfies. Amazing front camera clarity, started taking lot of selfies these days.
19	Gaurav	Dec 17, 2014	Yes	built for shooting	Awesome is one word that I can say about this phone in one word. This is a great phone no doubt and can beat nexus 5 or samsung note 3. The front camera is 8 mp bsi sensor with autofocus. The rear camera is 16 mp that can record HD videos at 30 fps. The video clarity and color reproduction is just amazing.  Coming to performance it have Snapdragon 800 2.2 GHz and adreno graphics with 3 gb ram that can handle any game of the world like butter. The screen is 5.5 inch full HD that comes with gorilla glass 3 Amigo Ui is only thing i feel reluctant to use as this lacks app drawer I bought this from snapdeal with discount and price is comparatively less than other online shopping sites. Thank you snapdeal..
20	jitu	Dec 17, 2014	Yes	best	best
21	bhola	Aug 28, 2014	Yes	Fantastic phone	I liked this phone very much...  i liked it's  features,  such as it's  camera,  internal space,  ram,  and everything that belongs to this phone....  thanks you
22	cj	Aug 28, 2014	Yes	amazing phone!	I can only recommend this phone. Hardware, looks, quality..everything great. I think its a really good bargain for this price. Its also really good for gaming and photography. I love taking panaromas with this thing. Keep in mind that its quite a big phone. The usual battery problem might be faced due to the large display. Nevertheless, it beats most of the leading branded phones available in the market. The only negative part was that the shipment took over 10days in my case. Other than that dont think too much, you wont be wasting your money for sure!
23	Ele Dsouza	Aug 28, 2014	Yes	Gionee Elife E7 32GB Black is Good phone	Gionee Elife E7 32GB Black is very Good smart phone, with all the features in it. Camera is also very good
24	Kapil Raikar	Aug 28, 2014	Yes	Gionee E7 awesome phone	Very good phone for the price range. Camera is very good.
25	HARSHA	Aug 28, 2014	Yes	UNIQUE IN ITS OWN WAY	REALL REVIEW AFTER 1 MONTH USAGE OF THIS PHONE PROS: SUPERB DAYLIGHT CAMERA NIGHTSHOT ALSO DOESN'T MAKE U DOWN. DISPLAY IS CRISPY. SUPERB GAMING EXPERIENCE. CONS DOESN'T HAVE MUCH. IF WANT A GOOD CAMERA PHONE WITH WELL BALANCED HARDWARE AT LOW COST WITHOUT DECREASE IN QUALITY THIS IS FIRST PHONE U CAN LOOK AT.
26	Neo	Aug 28, 2014	Yes	Great Product	I have used Sony, Nokia, Apple and now tried Gionee E7 32GB and I am astonished to see the product and performance. Just awesome. Great looks, great processor, great viewing, better battery life and above all a smart looks.
27	Ullhas	Aug 28, 2014	Yes	good bargain	The processor is fast. good for gaming. sturdy and sophisticated look.
28	abhay	Aug 28, 2014	Yes	it is just awesome	Awesomeness is it beauty
29	A	Aug 28, 2014	Yes	Perfect phone	Best phone at this price. Great camera. Watch out for battery life.
30	Abs	Aug 28, 2014	Yes	Gionee E life	Superb phone and superb performance. Just installed nova launcher and everything is like nexus. Performance is much better than Samsung S5 and other high value phones. Highly recommended phone for the masses. Very very happy with the purchase.
